124700,288,"2023-02-09"
114268,290,"2023-02-09"
96713,580,"2023-02-09"
27714,833,"2023-02-09"
97236,63,"2023-02-09"
197580,586,"2023-02-09"
197593,743,"2023-02-09"
197894,834,"2023-02-09"
197665,36,"2023-02-09"
198183,660,"2023-02-09"
197763,708,"2023-02-09"
124705,661,"2023-02-09"
131507,373,"2023-02-09"
124972,64,"2023-02-09"
197810,232,"2023-02-09"
96698,771,"2023-02-09"
28617,693,"2023-02-09"
124934,730,"2023-02-09"
5729,225,"2023-02-09"
185771,165,"2023-02-09"
129164,694,"2023-02-09"
125106,254,"2023-02-09"
197870,731,"2023-02-09"
239257,662,"2023-02-09"
130100,193,"2023-02-09"
197502,292,"2023-02-09"
96756,295,"2023-02-09"
97058,150,"2023-02-09"
125001,120,"2023-02-09"
197827,374,"2023-02-09"
197571,95,"2023-02-09"
98582,695,"2023-02-09"
199941,663,"2023-02-09"
124726,696,"2023-02-09"
124875,80,"2023-02-09"
197844,183,"2023-02-09"
197451,732,"2023-02-09"
197537,581,"2023-02-09"
96761,350,"2023-02-09"
125065,697,"2023-02-09"
197552,118,"2023-02-09"
197798,698,"2023-02-09"
204400,149,"2023-02-09"
190464,733,"2023-02-09"
197817,221,"2023-02-09"
197863,699,"2023-02-09"
197429,752,"2023-02-09"
197405,753,"2023-02-09"
28229,15,"2023-02-09"
123562,159,"2023-02-09"
197515,201,"2023-02-09"
2323,246,"2023-02-09"
197675,734,"2023-02-09"
214839,744,"2023-02-09"
197769,745,"2023-02-09"
39725,754,"2023-02-09"
197652,112,"2023-02-09"
197421,199,"2023-02-09"
124877,640,"2023-02-09"
185619,332,"2023-02-09"
5392,716,"2023-02-09"
197511,805,"2023-02-09"
197581,806,"2023-02-09"
197842,718,"2023-02-09"
125067,759,"2023-02-09"
23712,205,"2023-02-09"
197572,641,"2023-02-09"
197586,646,"2023-02-09"
124780,19,"2023-02-09"
197606,760,"2023-02-09"
28619,777,"2023-02-09"
124713,154,"2023-02-09"
28615,76,"2023-02-09"
197489,316,"2023-02-09"
124884,160,"2023-02-09"
124739,719,"2023-02-09"
185341,69,"2023-02-09"
125237,807,"2023-02-09"
96933,761,"2023-02-09"
197495,430,"2023-02-09"
197779,442,"2023-02-09"
197501,362,"2023-02-09"
38420,251,"2023-02-09"
124812,836,"2023-02-09"
183338,338,"2023-02-09"
239258,837,"2023-02-09"
197595,496,"2023-02-09"
96899,114,"2023-02-09"
124985,179,"2023-02-09"
1992,510,"2023-02-09"
197646,514,"2023-02-09"
96779,558,"2023-02-09"
28266,345,"2023-02-09"
197520,416,"2023-02-09"
192635,419,"2023-02-09"
96796,18,"2023-02-09"
96812,279,"2023-02-09"
96791,568,"2023-02-09"
197441,594,"2023-02-09"
28400,618,"2023-02-09"
197541,467,"2023-02-09"
238674,596,"2023-02-09"
197573,101,"2023-02-09"
237320,675,"2023-02-09"
96801,203,"2023-02-09"
239973,678,"2023-02-09"
197787,472,"2023-02-09"
197935,767,"2023-02-09"
96697,412,"2023-02-09"
197566,642,"2023-02-09"
197621,355,"2023-02-09"
197719,381,"2023-02-09"
197490,1339,"2023-03-13"
189525,1340,"2023-03-13"
124831,1341,"2023-03-13"
197826,1215,"2023-03-13"
197403,1004,"2023-03-13"
198096,1348,"2023-03-13"
125045,1312,"2023-03-13"
204335,1093,"2023-03-13"
237224,1384,"2023-03-13"
197836,1342,"2023-03-13"
96750,1246,"2023-03-13"
197848,1407,"2023-03-13"
197400,1404,"2023-03-13"
197746,1343,"2023-03-13"
197783,1385,"2023-03-13"
197475,1362,"2023-03-13"
197448,1134,"2023-03-13"
204332,1327,"2023-03-13"
113892,1386,"2023-03-13"
197691,1279,"2023-03-13"
125110,1184,"2023-03-13"
202073,1083,"2023-03-13"
124973,1041,"2023-03-13"
124696,1255,"2023-03-13"
197587,1387,"2023-03-13"
124936,1388,"2023-03-13"
96808,1344,"2023-03-13"
24922,1345,"2023-03-13"
197492,1408,"2023-03-13"
197701,1299,"2023-03-13"
197695,1409,"2023-03-13"
197533,1025,"2023-03-13"
28161,1135,"2023-03-13"
124766,1329,"2023-03-13"
197651,1389,"2023-03-13"
197781,1010,"2023-03-13"
197789,1216,"2023-03-13"
131580,1020,"2023-03-13"
197433,1085,"2023-03-13"
197808,1391,"2023-03-13"
197671,1410,"2023-03-13"
197610,1282,"2023-03-13"
124760,1848,"2023-03-13"
132191,1042,"2023-03-13"
197437,1096,"2023-03-13"
124777,1842,"2023-03-13"
197680,1354,"2023-03-13"
197496,1028,"2023-03-13"
197534,1100,"2023-03-13"
197658,1456,"2023-03-13"
124867,1088,"2023-03-13"
197679,1411,"2023-03-13"
23868,1086,"2023-03-13"
197408,1412,"2023-03-13"
197778,1413,"2023-03-13"
197478,1276,"2023-03-13"
197410,1414,"2023-03-13"
197396,1622,"2023-03-13"
4746,1352,"2023-03-13"
197648,1415,"2023-03-13"
197498,1129,"2023-03-13"
23788,1349,"2023-03-13"
238674,1457,"2023-03-13"
197551,1480,"2023-03-13"
96922,1254,"2023-03-13"
197771,1335,"2023-03-13"
124771,1280,"2023-03-13"
197435,1050,"2023-03-13"
197512,1136,"2023-03-13"
124992,1375,"2023-03-13"
197637,1416,"2023-03-13"
197564,1159,"2023-03-13"
96681,1458,"2023-03-13"
197449,1137,"2023-03-13"
124712,1769,"2023-03-13"
197439,1185,"2023-03-13"
197636,1066,"2023-03-13"
125004,1417,"2023-03-13"
197788,1284,"2023-03-13"
101039,1357,"2023-03-13"
112748,1051,"2023-03-13"
187917,1373,"2023-03-13"
197668,1401,"2023-03-13"
197467,1208,"2023-03-13"
197577,1481,"2023-03-13"
226260,1418,"2023-03-13"
197431,1555,"2023-03-13"
197446,1236,"2023-03-13"
197470,1186,"2023-03-13"
182995,1436,"2023-03-13"
197576,1482,"2023-03-13"
128483,1285,"2023-03-13"
125012,1419,"2023-03-13"
4267,1241,"2023-03-13"
197440,1459,"2023-03-13"
197434,1781,"2023-03-13"
96739,1187,"2023-03-13"
197829,1157,"2023-03-13"
28269,1420,"2023-03-13"
35016,1160,"2023-03-13"
126644,1060,"2023-03-13"
96711,1140,"2023-03-13"
197574,1188,"2023-03-13"
199996,1313,"2023-03-13"
199996,1421,"2023-03-13"
28122,1195,"2023-03-13"
197796,1360,"2023-03-13"
28219,1062,"2023-03-13"
28390,1422,"2023-03-13"
86793,1189,"2023-03-13"
197786,1359,"2023-03-13"
197641,1383,"2023-03-13"
197505,1483,"2023-03-13"
236052,1522,"2023-03-13"
197782,1027,"2023-03-13"
197529,1533,"2023-03-13"
124708,1094,"2023-03-13"
197463,1193,"2023-03-13"
124861,1460,"2023-03-13"
197558,1484,"2023-03-13"
204416,1485,"2023-03-13"
197507,1461,"2023-03-13"
183793,1439,"2023-03-13"
197631,1190,"2023-03-13"
197657,1462,"2023-03-13"
124988,1423,"2023-03-13"
197536,1424,"2023-03-13"
197683,1849,"2023-03-13"
96775,1425,"2023-03-13"
202352,1855,"2023-03-13"
197616,1440,"2023-03-13"
197503,1250,"2023-03-13"
124856,1317,"2023-03-13"
240478,1463,"2023-03-13"
96880,1785,"2023-03-13"
33997,1464,"2023-03-13"
197588,1032,"2023-03-13"
197654,1318,"2023-03-13"
197394,1465,"2023-03-13"
28372,1350,"2023-03-13"
96809,1426,"2023-03-13"
197731,1451,"2023-03-13"
124835,1320,"2023-03-13"
96747,1035,"2023-03-13"
124821,1059,"2023-03-13"
197608,1441,"2023-03-13"
236050,1519,"2023-03-13"
197556,1158,"2023-03-13"
239262,1358,"2023-03-13"
228604,1466,"2023-03-13"
96891,1467,"2023-03-13"
197504,1486,"2023-03-13"
197531,1321,"2023-03-13"
124714,1770,"2023-03-13"
