124705,"István UJHELYI",16,195,2
131507,"Miguel URBÁN CRESPO",4,196,6
124972,"Ernest URTASUN",4,197,4
197810,"Nils UŠAKOVS",9,198,2
96698,"Viktor USPASKICH",18,199,7
28617,"Inese VAIDERE",9,136,0
124934,"Monika VANA",22,200,4
5729,"Kathleen VAN BREMPT",14,201,2
185771,"Tom VANDENDRIESSCHE",14,22,1
129164,"Tom VANDENKENDELAERE",14,102,0
125106,"Johan VAN OVERTVELDT",14,67,3
197870,"Kim VAN SPARRENTAK",20,97,4
239257,"Achille VARIATI",2,38,2
130100,"Hilde VAUTMANS",14,202,5
197502,"Marie-Pierre VEDRENNE",7,73,5
96756,"Sabine VERHEYEN",10,46,0
97058,"Guy VERHOFSTADT",14,202,5
125001,"Harald VILIMSKY",22,117,1
197827,"Idoia VILLANUEVA RUIZ",4,178,6
197571,"Nikolaj VILLUMSEN",17,203,6
98582,"Loránt VINCZE",19,204,0
199941,"Marianne VIND",17,103,2
124726,"Henna VIRKKUNEN",5,169,0
124875,"Anders VISTISEN",17,205,1
197844,"Petar VITANOV",1,128,2
197451,"Viola VON CRAMON-TAUBADEL",10,16,4
197537,"Alexandr VONDRA",23,193,3
96761,"Axel VOSS",10,46,0
125065,"Elissavet VOZEMBERG-VRIONIDI",12,30,0
197552,"Veronika VRECIONOVÁ",23,193,3
197798,"Lucia VUOLO",2,2,0
204400,"Adrián VÁZQUEZ LÁZARA",4,40,5
190464,"Thomas WAITZ",22,200,4
197817,"Mick WALLACE",11,90,6
197863,"Maria WALSH",11,82,0
197429,"Marion WALSMANN",10,46,0
197405,"Jörgen WARBORN",8,141,0
197566,"Witold Jan WASZCZYKOWSKI",0,72,3
28229,"Manfred WEBER",10,94,0
123562,"Charlie WEIMERS",8,148,3
197515,"Pernille WEISS",17,206,0
2323,"Rainer WIELAND",10,46,0
197675,"Sarah WIENER",22,200,4
214839,"Emma WIESNER",8,12,5
197769,"Michal WIEZIK",21,125,5
39725,"Iuliu WINKLER",19,204,0
197652,"Angelika WINZIG",22,51,0
197421,"Isabel WISELER-LIMA",13,119,0
124877,"Jadwiga WIŚNIEWSKA",0,72,3
185619,"Tiemo WÖLKEN",10,37,2
5392,"Lara WOLTERS",20,76,2
197511,"Salima YENBOU",7,120,5
197581,"Stéphanie YON-COURTIN",7,74,5
197842,"Elena YONCHEVA",1,128,2
125067,"Theodoros ZAGORAKIS",12,30,0
23712,"Jan ZAHRADIL",23,193,3
197572,"Anna ZALEWSKA",0,72,3
197586,"Stefania ZAMBELLI",2,3,1
124780,"Marco ZANNI",2,3,1
197606,"Javier ZARZALEJOS",4,26,0
28619,"Tatjana ŽDANOKA",9,207,7
124713,"Tomáš ZDECHOVSKÝ",23,184,0
28615,"Roberts ZĪLE",9,208,3
197489,"Bernhard ZIMNIOK",10,15,1
124884,"Kosma ZŁOTOWSKI",0,72,3
197621,"Juan Ignacio ZOIDO ÁLVAREZ",4,26,0
124739,"Carlos ZORRINHO",6,8,2
185341,"Željana ZOVKO",25,107,0
125237,"Marco ZULLO",2,0,5
96933,"Milan ZVER",24,190,0
28346,"Mercedes BRESSO",2,38,2
243979,"Francesca PEPPUCCI",2,2,7
243912,"Maria Veronica ROSSI",2,3,1
132366,"Pirkko RUOHONEN-LERNER",5,118,3
